Entry;Entry name;Status;Protein names;Gene names;Organism
O15118;NPC1_HUMAN;reviewed;Niemann-Pick C1 protein;NPC1;Homo sapiens (Human)
P78363;ABCA4_HUMAN;reviewed;Retinal-specific ATP-binding cassette transporter (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM protein) (RmP) (Stargardt disease protein);ABCA4 ABCR;Homo sapiens (Human)
O95477;ABCA1_HUMAN;reviewed;ATP-binding cassette sub-family A member 1 (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein);ABCA1 ABC1 CERP;Homo sapiens (Human)
P17302;CXA1_HUMAN;reviewed;Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein);GJA1 GJAL;Homo sapiens (Human)
P21439;MDR3_HUMAN;reviewed;Phosphatidylcholine translocator ABCB4 (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (EC 3.6.3.44) (P-glycoprotein 3);ABCB4 MDR3 PGY3;Homo sapiens (Human)
P29972;AQP1_HUMAN;reviewed;Aquaporin-1 (AQP-1) (Aquaporin-CHIP) (Urine water channel) (Water channel protein for red blood cells and kidney proximal tubule);AQP1 CHIP28;Homo sapiens (Human)
P41180;CASR_HUMAN;reviewed;Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1);CASR GPRC2A PCAR1;Homo sapiens (Human)
P08034;CXB1_HUMAN;reviewed;Gap junction beta-1 protein (Connexin-32) (Cx32) (GAP junction 28 kDa liver protein);GJB1 CX32;Homo sapiens (Human)
P19634;SL9A1_HUMAN;reviewed;Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1);SLC9A1 APNH1 NHE1;Homo sapiens (Human)
P33897;ABCD1_HUMAN;reviewed;ATP-binding cassette sub-family D member 1 (Adrenoleukodystrophy protein) (ALDP);ABCD1 ALD;Homo sapiens (Human)
Q9HBA0;TRPV4_HUMAN;reviewed;Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC);TRPV4 VRL2 VROAC;Homo sapiens (Human)
Q13936;CAC1C_HUMAN;reviewed;Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2);CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1;Homo sapiens (Human)
Q92736;RYR2_HUMAN;reviewed;Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor);RYR2;Homo sapiens (Human)
P02730;B3AT_HUMAN;reviewed;Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233);SLC4A1 AE1 DI EPB3;Homo sapiens (Human)
P16671;CD36_HUMAN;reviewed;Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36);CD36 GP3B GP4;Homo sapiens (Human)
P61073;CXCR4_HUMAN;reviewed;C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184);CXCR4;Homo sapiens (Human)
A5X5Y0;5HT3E_HUMAN;reviewed;5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E);HTR3E;Homo sapiens (Human)
Q13639;5HT4R_HUMAN;reviewed;5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4);HTR4;Homo sapiens (Human)
Q8WWZ7;ABCA5_HUMAN;reviewed;ATP-binding cassette sub-family A member 5;ABCA5 KIAA1888;Homo sapiens (Human)
Q8IUA7;ABCA9_HUMAN;reviewed;ATP-binding cassette sub-family A member 9;ABCA9;Homo sapiens (Human)
Q86UK0;ABCAC_HUMAN;reviewed;ATP-binding cassette sub-family A member 12 (ATP-binding cassette transporter 12) (ATP-binding cassette 12);ABCA12 ABC12;Homo sapiens (Human)
Q2M3G0;ABCB5_HUMAN;reviewed;ATP-binding cassette sub-family B member 5 (ABCB5 P-gp) (P-glycoprotein ABCB5);ABCB5;Homo sapiens (Human)
Q9UBJ2;ABCD2_HUMAN;reviewed;ATP-binding cassette sub-family D member 2 (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR);ABCD2 ALD1 ALDL1 ALDR ALDRP;Homo sapiens (Human)
Q05901;ACHB3_HUMAN;reviewed;Neuronal acetylcholine receptor subunit beta-3;CHRNB3;Homo sapiens (Human)
Q04844;ACHE_HUMAN;reviewed;Acetylcholine receptor subunit epsilon;CHRNE ACHRE;Homo sapiens (Human)
Q99758;ABCA3_HUMAN;reviewed;ATP-binding cassette sub-family A member 3 (ABC-C transporter) (ATP-binding cassette transporter 3) (ATP-binding cassette 3);ABCA3 ABC3;Homo sapiens (Human)
Q8N139;ABCA6_HUMAN;reviewed;ATP-binding cassette sub-family A member 6;ABCA6;Homo sapiens (Human)
Q9NRK6;ABCBA_HUMAN;reviewed;ATP-binding cassette sub-family B member 10, mitochondrial (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (Mitochondrial ATP-binding cassette 2) (M-ABC2);ABCB10;Homo sapiens (Human)
O60706;ABCC9_HUMAN;reviewed;ATP-binding cassette sub-family C member 9 (Sulfonylurea receptor 2);ABCC9 SUR2;Homo sapiens (Human)
Q8TDN7;ACER1_HUMAN;reviewed;Alkaline ceramidase 1 (AlkCDase 1) (Alkaline CDase 1) (EC 3.5.1.23) (Acylsphingosine deacylase 3) (N-acylsphingosine amidohydrolase 3);ACER1 ASAH3;Homo sapiens (Human)
Q15822;ACHA2_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-2;CHRNA2;Homo sapiens (Human)
Q15825;ACHA6_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-6;CHRNA6;Homo sapiens (Human)
Q9UGM1;ACHA9_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-9 (Nicotinic acetylcholine receptor subunit alpha-9) (NACHR alpha-9);CHRNA9 NACHRA9;Homo sapiens (Human)
P07510;ACHG_HUMAN;reviewed;Acetylcholine receptor subunit gamma;CHRNG ACHRG;Homo sapiens (Human)
P47898;5HT5A_HUMAN;reviewed;5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A);HTR5A;Homo sapiens (Human)
P50406;5HT6R_HUMAN;reviewed;5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6);HTR6;Homo sapiens (Human)
P32297;ACHA3_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-3;CHRNA3 NACHRA3;Homo sapiens (Human)
P30532;ACHA5_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-5;CHRNA5 NACHRA5;Homo sapiens (Human)
P02708;ACHA_HUMAN;reviewed;Acetylcholine receptor subunit alpha;CHRNA1 ACHRA CHNRA;Homo sapiens (Human)
P30926;ACHB4_HUMAN;reviewed;Neuronal acetylcholine receptor subunit beta-4;CHRNB4;Homo sapiens (Human)
P08912;ACM5_HUMAN;reviewed;Muscarinic acetylcholine receptor M5;CHRM5;Homo sapiens (Human)
O00767;ACOD_HUMAN;reviewed;Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase) (hSCD1);SCD;Homo sapiens (Human)
Q01718;ACTHR_HUMAN;reviewed;Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R);MC2R ACTHR;Homo sapiens (Human)
P18825;ADA2C_HUMAN;reviewed;Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR);ADRA2C ADRA2L2 ADRA2RL2;Homo sapiens (Human)
O60503;ADCY9_HUMAN;reviewed;Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (ACIX) (Adenylyl cyclase 9) (AC9);ADCY9 KIAA0520;Homo sapiens (Human)
P46098;5HT3A_HUMAN;reviewed;5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor);HTR3A 5HT3R HTR3;Homo sapiens (Human)
P29275;AA2BR_HUMAN;reviewed;Adenosine receptor A2b;ADORA2B;Homo sapiens (Human)
O94911;ABCA8_HUMAN;reviewed;ATP-binding cassette sub-family A member 8;ABCA8 KIAA0822;Homo sapiens (Human)
Q8WWZ4;ABCAA_HUMAN;reviewed;ATP-binding cassette sub-family A member 10;ABCA10;Homo sapiens (Human)
Q5QJU3;ACER2_HUMAN;reviewed;Alkaline ceramidase 2 (AlkCDase 2) (Alkaline CDase 2) (haCER2) (EC 3.5.1.23) (Acylsphingosine deacylase 3-like) (N-acylsphingosine amidohydrolase 3-like);ACER2 ASAH3L PP11646;Homo sapiens (Human)
Q07001;ACHD_HUMAN;reviewed;Acetylcholine receptor subunit delta;CHRND ACHRD;Homo sapiens (Human)
Q16570;ACKR1_HUMAN;reviewed;Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor) (Fy glycoprotein) (GpFy) (Glycoprotein D) (Plasmodium vivax receptor) (CD antigen CD234);ACKR1 DARC FY GPD;Homo sapiens (Human)
P25106;ACKR3_HUMAN;reviewed;Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1);ACKR3 CMKOR1 CXCR7 GPR159 RDC1;Homo sapiens (Human)
P30939;5HT1F_HUMAN;reviewed;5-hydroxytryptamine receptor 1F (5-HT-1F) (5-HT1F) (Serotonin receptor 1F);HTR1F HTR1EL;Homo sapiens (Human)
P28223;5HT2A_HUMAN;reviewed;5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A);HTR2A HTR2;Homo sapiens (Human)
P41595;5HT2B_HUMAN;reviewed;5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B);HTR2B;Homo sapiens (Human)
Q8WXA8;5HT3C_HUMAN;reviewed;5-hydroxytryptamine receptor 3C (5-HT3-C) (5-HT3C) (Serotonin receptor 3C);HTR3C;Homo sapiens (Human)
P34969;5HT7R_HUMAN;reviewed;5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7);HTR7;Homo sapiens (Human)
P0DMS8;AA3R_HUMAN;reviewed;Adenosine receptor A3;ADORA3;Homo sapiens (Human)
P28288;ABCD3_HUMAN;reviewed;ATP-binding cassette sub-family D member 3 (70 kDa peroxisomal membrane protein) (PMP70);ABCD3 PMP70 PXMP1;Homo sapiens (Human)
Q9NUN7;ACER3_HUMAN;reviewed;Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC);ACER3 APHC PHCA;Homo sapiens (Human)
P11230;ACHB_HUMAN;reviewed;Acetylcholine receptor subunit beta;CHRNB1 ACHRB CHRNB;Homo sapiens (Human)
P28221;5HT1D_HUMAN;reviewed;5-hydroxytryptamine receptor 1D (5-HT-1D) (5-HT1D) (Serotonin 1D alpha receptor) (5-HT-1D-alpha) (Serotonin receptor 1D);HTR1D HTR1DA HTRL;Homo sapiens (Human)
P28566;5HT1E_HUMAN;reviewed;5-hydroxytryptamine receptor 1E (5-HT-1E) (5-HT1E) (S31) (Serotonin receptor 1E);HTR1E;Homo sapiens (Human)
Q70Z44;5HT3D_HUMAN;reviewed;5-hydroxytryptamine receptor 3D (5-HT3-D) (5-HT3D) (Serotonin receptor 3D);HTR3D;Homo sapiens (Human)
Q9NUT2;ABCB8_HUMAN;reviewed;ATP-binding cassette sub-family B member 8, mitochondrial (Mitochondrial ATP-binding cassette 1) (M-ABC1);ABCB8 MABC1;Homo sapiens (Human)
O95342;ABCBB_HUMAN;reviewed;Bile salt export pump (ATP-binding cassette sub-family B member 11);ABCB11 BSEP;Homo sapiens (Human)
Q96J66;ABCCB_HUMAN;reviewed;ATP-binding cassette sub-family C member 11 (Multidrug resistance-associated protein 8);ABCC11 MRP8;Homo sapiens (Human)
O14678;ABCD4_HUMAN;reviewed;ATP-binding cassette sub-family D member 4 (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69);ABCD4 PXMP1L;Homo sapiens (Human)
P30542;AA1R_HUMAN;reviewed;Adenosine receptor A1;ADORA1;Homo sapiens (Human)
P29274;AA2AR_HUMAN;reviewed;Adenosine receptor A2a;ADORA2A ADORA2;Homo sapiens (Human)
O75027;ABCB7_HUMAN;reviewed;ATP-binding cassette sub-family B member 7, mitochondrial (ATP-binding cassette transporter 7) (ABC transporter 7 protein);ABCB7 ABC7;Homo sapiens (Human)
Q9NP78;ABCB9_HUMAN;reviewed;ATP-binding cassette sub-family B member 9 (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL);ABCB9 KIAA1520;Homo sapiens (Human)
Q09428;ABCC8_HUMAN;reviewed;ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1);ABCC8 HRINS SUR SUR1;Homo sapiens (Human)
O95870;ABHGA_HUMAN;reviewed;Protein ABHD16A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5) (Protein G5);ABHD16A BAT5 G5 NG26 PP199;Homo sapiens (Human)
O00400;ACATN_HUMAN;reviewed;Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1);SLC33A1 ACATN AT1;Homo sapiens (Human)
P28335;5HT2C_HUMAN;reviewed;5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C);HTR2C HTR1C;Homo sapiens (Human)
Q9NSE7;ABCCD_HUMAN;reviewed;Putative ATP-binding cassette sub-family C member 13;ABCC13 C21orf73 PRED6;Homo sapiens (Human)
Q9UNQ0;ABCG2_HUMAN;reviewed;ATP-binding cassette sub-family G member 2 (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338);ABCG2 ABCP BCRP BCRP1 MXR;Homo sapiens (Human)
Q9NS82;AAA1_HUMAN;reviewed;Asc-type amino acid transporter 1 (Asc-1) (Solute carrier family 7 member 10);SLC7A10 ASC1;Homo sapiens (Human)
Q15758;AAAT_HUMAN;reviewed;Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5);SLC1A5 ASCT2 M7V1 RDR RDRC;Homo sapiens (Human)
Q8IZY2;ABCA7_HUMAN;reviewed;ATP-binding cassette sub-family A member 7 (ABCA-SSN) (Autoantigen SS-N) (Macrophage ABC transporter);ABCA7;Homo sapiens (Human)
Q9BZC7;ABCA2_HUMAN;reviewed;ATP-binding cassette sub-family A member 2 (ATP-binding cassette transporter 2) (ATP-binding cassette 2);ABCA2 ABC2 KIAA1062;Homo sapiens (Human)
Q86UQ4;ABCAD_HUMAN;reviewed;ATP-binding cassette sub-family A member 13;ABCA13;Homo sapiens (Human)
Q9NP58;ABCB6_HUMAN;reviewed;ATP-binding cassette sub-family B member 6, mitochondrial (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter);ABCB6 MTABC3 PRP UMAT;Homo sapiens (Human)
Q9H222;ABCG5_HUMAN;reviewed;ATP-binding cassette sub-family G member 5 (Sterolin-1);ABCG5;Homo sapiens (Human)
P08172;ACM2_HUMAN;reviewed;Muscarinic acetylcholine receptor M2;CHRM2;Homo sapiens (Human)
Q08828;ADCY1_HUMAN;reviewed;Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase);ADCY1;Homo sapiens (Human)
O60266;ADCY3_HUMAN;reviewed;Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3);ADCY3 KIAA0511;Homo sapiens (Human)
Q9H2F3;3BHS7_HUMAN;reviewed;3 beta-hydroxysteroid dehydrogenase type 7 (3 beta-hydroxysteroid dehydrogenase type VII) (3-beta-HSD VII) (3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase) (C(27) 3-beta-HSD) (EC 1.1.1.-) (Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase) (EC 1.1.1.181);HSD3B7;Homo sapiens (Human)
P11229;ACM1_HUMAN;reviewed;Muscarinic acetylcholine receptor M1;CHRM1;Homo sapiens (Human)
Q8NFM4;ADCY4_HUMAN;reviewed;Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4);ADCY4;Homo sapiens (Human)
P51828;ADCY7_HUMAN;reviewed;Adenylate cyclase type 7 (EC 4.6.1.1) (ATP pyrophosphate-lyase 7) (Adenylate cyclase type VII) (Adenylyl cyclase 7);ADCY7 KIAA0037;Homo sapiens (Human)
Q96A54;ADR1_HUMAN;reviewed;Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member I);ADIPOR1 PAQR1 TESBP1A CGI-45;Homo sapiens (Human)
Q5BKT4;AG10A_HUMAN;reviewed;Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-A) (Asparagine-linked glycosylation protein 10 homolog A);ALG10 ALG10A;Homo sapiens (Human)
Q6QNK2;AGRD1_HUMAN;reviewed;Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25);ADGRD1 GPR133 PGR25;Homo sapiens (Human)
Q9BY15;AGRE3_HUMAN;reviewed;Adhesion G protein-coupled receptor E3 (EGF-like module receptor 3) (EGF-like module-containing mucin-like hormone receptor-like 3);ADGRE3 EMR3 UNQ683/PRO1562;Homo sapiens (Human)
Q8IZF3;AGRF4_HUMAN;reviewed;Adhesion G protein-coupled receptor F4 (G-protein coupled receptor 115) (G-protein coupled receptor PGR18);ADGRF4 GPR115 PGR18;Homo sapiens (Human)
Q9HAR2;AGRL3_HUMAN;reviewed;Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3);ADGRL3 KIAA0768 LEC3 LPHN3;Homo sapiens (Human)
P35368;ADA1B_HUMAN;reviewed;Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor);ADRA1B;Homo sapiens (Human)
Q08462;ADCY2_HUMAN;reviewed;Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2);ADCY2 KIAA1060;Homo sapiens (Human)
Q8IWK6;AGRA3_HUMAN;reviewed;Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125);ADGRA3 GPR125 UNQ556/PRO1113;Homo sapiens (Human)
O60241;AGRB2_HUMAN;reviewed;Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2);ADGRB2 BAI2;Homo sapiens (Human)
P08908;5HT1A_HUMAN;reviewed;5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A);HTR1A ADRB2RL1 ADRBRL1;Homo sapiens (Human)
P28222;5HT1B_HUMAN;reviewed;5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B);HTR1B HTR1DB;Homo sapiens (Human)
O95264;5HT3B_HUMAN;reviewed;5-hydroxytryptamine receptor 3B (5-HT3-B) (5-HT3B) (Serotonin receptor 3B);HTR3B;Homo sapiens (Human)
P45844;ABCG1_HUMAN;reviewed;ATP-binding cassette sub-family G member 1 (ATP-binding cassette transporter 8) (White protein homolog);ABCG1 ABC8 WHT1;Homo sapiens (Human)
Q9H221;ABCG8_HUMAN;reviewed;ATP-binding cassette sub-family G member 8 (Sterolin-2);ABCG8;Homo sapiens (Human)
P18089;ADA2B_HUMAN;reviewed;Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR);ADRA2B ADRA2L1 ADRA2RL1;Homo sapiens (Human)
P40145;ADCY8_HUMAN;reviewed;Adenylate cyclase type 8 (EC 4.6.1.1) (ATP pyrophosphate-lyase 8) (Adenylate cyclase type VIII) (Adenylyl cyclase 8) (AC8) (Ca(2+)/calmodulin-activated adenylyl cyclase);ADCY8;Homo sapiens (Human)
Q86SQ6;AGRA1_HUMAN;reviewed;Adhesion G protein-coupled receptor A1 (G-protein coupled receptor 123);ADGRA1 GPR123 KIAA1828;Homo sapiens (Human)
Q9H172;ABCG4_HUMAN;reviewed;ATP-binding cassette sub-family G member 4;ABCG4 WHITE2;Homo sapiens (Human)
Q9GZZ6;ACH10_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-10 (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10);CHRNA10 NACHRA10;Homo sapiens (Human)
P36544;ACHA7_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-7;CHRNA7 NACHRA7;Homo sapiens (Human)
O00590;ACKR2_HUMAN;reviewed;Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6);ACKR2 CCBP2 CCR10 CMKBR9 D6;Homo sapiens (Human)
Q86V24;ADR2_HUMAN;reviewed;Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member II);ADIPOR2 PAQR2;Homo sapiens (Human)
P08588;ADRB1_HUMAN;reviewed;Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor);ADRB1 ADRB1R B1AR;Homo sapiens (Human)
P12236;ADT3_HUMAN;reviewed;ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed];SLC25A6 ANT3 CDABP0051;Homo sapiens (Human)
P43681;ACHA4_HUMAN;reviewed;Neuronal acetylcholine receptor subunit alpha-4;CHRNA4 NACRA4;Homo sapiens (Human)
P17787;ACHB2_HUMAN;reviewed;Neuronal acetylcholine receptor subunit beta-2;CHRNB2;Homo sapiens (Human)
Q9NPB9;ACKR4_HUMAN;reviewed;Atypical chemokine receptor 4 (C-C chemokine receptor type 11) (C-C CKR-11) (CC-CKR-11) (CCR-11) (CC chemokine receptor-like 1) (CCRL1) (CCX CKR);ACKR4 CCBP2 CCR11 CCRL1 VSHK1;Homo sapiens (Human)
P20309;ACM3_HUMAN;reviewed;Muscarinic acetylcholine receptor M3;CHRM3;Homo sapiens (Human)
P08173;ACM4_HUMAN;reviewed;Muscarinic acetylcholine receptor M4;CHRM4;Homo sapiens (Human)
Q8IZF5;AGRF3_HUMAN;reviewed;Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23);ADGRF3 GPR113 PGR23 UNQ9196/PRO34000;Homo sapiens (Human)
